State,District,Latitude,Longitude,District code,State name,Population,Male_Literate,Female_Literate,sex_ratio,literacy_rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,ANDHRA PRADESH,2741239,856350,626997,1001.0,54.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,ANDHRA PRADESH,4081148,1338474,972486,977.0,57.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,ANDHRA PRADESH,4174064,1484794,1183084,997.0,64.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,ANDHRA PRADESH,5154296,1716933,1571644,1006.0,64.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,ANDHRA PRADESH,4887813,1634726,1325715,1003.0,61.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,ANDHRA PRADESH,3943323,1542688,1349467,954.0,73.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,ANDHRA PRADESH,3776269,1257238,949591,1008.0,58.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,ANDHRA PRADESH,2797370,901640,728594,1011.0,58.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,ANDHRA PRADESH,4517398,1598959,1410759,992.0,67.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,ANDHRA PRADESH,4053463,1246369,880792,988.0,52.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,ANDHRA PRADESH,4053028,1158386,782260,977.0,48.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,ANDHRA PRADESH,3033288,953406,683731,992.0,54.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,ANDHRA PRADESH,3488809,1160757,840262,983.0,57.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,ANDHRA PRADESH,2551335,790214,599596,1040.0,54.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,ANDHRA PRADESH,3397448,1107686,796749,981.0,56.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,ANDHRA PRADESH,2703114,857824,637557,1015.0,55.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,ANDHRA PRADESH,2344474,707503,530885,1019.0,53.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,ANDHRA PRADESH,3512576,1179790,885233,997.0,59.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,ANDHRA PRADESH,3936966,1379223,1273166,1004.0,67.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,ARUNACHAL PRADESH,148226,44027,29147,926.0,49.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,ARUNACHAL PRADESH,78690,21599,16850,1029.0,49.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,ARUNACHAL PRADESH,99214,34210,28366,980.0,63.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,ARUNACHAL PRADESH,92076,20258,16348,1032.0,40.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,ARUNACHAL PRADESH,145726,48380,34682,912.0,57.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,ARUNACHAL PRADESH,54080,18087,13762,928.0,59.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,ARUNACHAL PRADESH,83030,29470,24587,984.0,65.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,ARUNACHAL PRADESH,176573,65794,55254,980.0,69.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,ARUNACHAL PRADESH,49977,17720,8353,714.0,52.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,ARUNACHAL PRADESH,111975,29313,18661,944.0,43.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,ARUNACHAL PRADESH,35320,10723,7472,889.0,52.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,ARUNACHAL PRADESH,83448,24807,20471,998.0,54.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,ARUNACHAL PRADESH,83947,29566,18926,819.0,58.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,ARUNACHAL PRADESH,112274,36777,27969,930.0,58.0
Assam,Barpeta,26.427872264631056,90.97912010178116,303,ASSAM,1693622,499038,398020,953.0,53.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,ASSAM,738804,237114,196964,966.0,59.0
Assam,Cachar,24.815570668693017,92.86849650455927,316,ASSAM,1736617,639946,534182,959.0,68.0
Assam,Darrang,26.58463215962442,92.04141338028155,325,ASSAM,928500,268666,218373,954.0,52.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,ASSAM,686133,237761,185267,953.0,62.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,ASSAM,1326335,491361,393170,961.0,67.0
Assam,Goalpara,26.017277777777807,90.59869891598912,302,ASSAM,1008183,304302,259275,964.0,56.0
Assam,Golaghat,26.377219709794485,93.82583397823468,313,ASSAM,1066888,396475,325289,964.0,68.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,ASSAM,659296,226836,180530,951.0,62.0
Assam,Jorhat,26.76244824016563,94.30197722567289,312,ASSAM,1092256,432335,362594,962.0,73.0
Assam,Kamrup,26.170939452054807,91.58863273972592,321,ASSAM,1517542,550219,445100,949.0,66.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,ASSAM,956313,314253,242961,951.0,58.0
Assam,Karimganj,24.69660712250711,92.3679498575498,317,ASSAM,1228686,435942,359355,963.0,65.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,ASSAM,887142,275220,214085,959.0,55.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,ASSAM,1042137,375552,307934,968.0,66.0
Assam,Nagaon,26.26462170626351,92.9306191144708,305,ASSAM,2823768,921850,788866,962.0,61.0
Assam,Nalbari,26.46323767605632,91.40598521126763,323,ASSAM,771639,293184,238587,949.0,69.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,ASSAM,1924110,620525,488047,956.0,58.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,ASSAM,1327929,453449,344873,952.0,60.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,BIHAR,2811569,727643,468125,921.0,43.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,BIHAR,2540073,868733,597269,926.0,58.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,MAHARASHTRA,3701282,1430936,1072901,923.0,68.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,BIHAR,2034763,590961,374360,907.0,47.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,BIHAR,2970541,918507,630166,895.0,52.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,BIHAR,3037766,937669,635397,880.0,52.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,BIHAR,2728407,973486,625665,907.0,59.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,BIHAR,1706352,593544,396263,922.0,58.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,BIHAR,3937385,1125566,691068,911.0,46.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,BIHAR,4391418,1368803,928810,937.0,52.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,BIHAR,2562012,793905,589093,1021.0,54.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,BIHAR,1760405,534385,324203,922.0,49.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,BIHAR,1125313,374412,244469,922.0,55.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,BIHAR,3071029,762256,517934,919.0,42.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,BIHAR,1666886,461153,306875,886.0,46.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,BIHAR,1690400,439921,305135,950.0,44.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,BIHAR,1000912,305182,202088,902.0,51.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,BIHAR,2001762,517666,316911,911.0,42.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,BIHAR,4487379,1340085,815253,926.0,48.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,BIHAR,1367765,473741,328076,876.0,59.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,BIHAR,4801062,1487117,1022115,900.0,52.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,BIHAR,2877653,919558,600375,922.0,53.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,BIHAR,2219146,659474,431538,939.0,49.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,BIHAR,3935042,1091226,668255,909.0,45.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,BIHAR,5838465,2028047,1431632,897.0,59.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,BIHAR,5099371,1407603,869354,902.0,45.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,BIHAR,3264619,805261,527065,921.0,41.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,BIHAR,2959918,1061783,738049,918.0,61.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,BIHAR,1900661,506374,298622,906.0,42.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,BIHAR,4261566,1293575,849305,911.0,50.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,BIHAR,3951862,1285767,871687,954.0,55.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,BIHAR,636342,196431,132245,930.0,52.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,BIHAR,656246,171645,112053,893.0,43.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,BIHAR,3423574,885188,551606,899.0,42.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,BIHAR,3330464,1115906,814269,988.0,58.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,BIHAR,2229076,647672,385611,929.0,46.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,BIHAR,3495021,1152576,774164,895.0,55.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,CHANDIGARH,1055450,465346,340092,818.0,76.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,CHHATTISGARH,1413199,382335,268528,1023.0,46.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,HIMACHAL PRADESH,381956,155599,132021,981.0,75.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,CHHATTISGARH,2663629,932474,664086,971.0,60.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,CHHATTISGARH,799781,303924,242909,1010.0,68.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,CHHATTISGARH,3343872,1284612,1018766,988.0,69.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,CHHATTISGARH,851669,280656,214759,1005.0,58.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,CHHATTISGARH,1206640,433391,315368,969.0,62.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,CHHATTISGARH,658917,229923,167900,968.0,60.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,CHHATTISGARH,1032754,364089,273874,1017.0,62.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,CHHATTISGARH,1493984,542756,408883,991.0,64.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,MAHARASHTRA,2634200,1059692,880302,959.0,74.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,CHHATTISGARH,4063872,1493158,1136591,984.0,65.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,CHHATTISGARH,2359886,694686,493255,978.0,50.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,DAMAN AND DIU,191173,104316,46032,534.0,79.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,GUJARAT,2743082,1046981,795837,953.0,67.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,GOA,818008,351738,311322,963.0,81.0
Goa,South Goa,15.195278658183785,73.941792596877,586,GOA,640537,264085,238342,986.0,78.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,GUJARAT,7214225,3025463,2410297,904.0,75.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,GUJARAT,1514190,558180,437279,964.0,66.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,GUJARAT,2092745,874481,676772,925.0,74.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,GUJARAT,3120506,1048402,656521,938.0,55.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,GUJARAT,1551019,623047,495229,925.0,72.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,GUJARAT,2880365,1087371,799884,933.0,66.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,GUJARAT,1391753,582686,447808,923.0,74.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,GUJARAT,2160119,795140,601394,939.0,65.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,GUJARAT,2743082,1046981,795837,953.0,67.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,GUJARAT,2092371,739239,513080,908.0,60.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,GUJARAT,2299885,942480,717763,940.0,72.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,GUJARAT,2035064,847499,655146,926.0,74.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,GUJARAT,590297,211767,158569,961.0,63.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,GUJARAT,1329672,539471,462438,961.0,75.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,GUJARAT,2390776,858054,582751,949.0,60.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,GUJARAT,1343734,494631,343282,935.0,62.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,GUJARAT,585449,221621,172057,950.0,67.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,GUJARAT,3804558,1514075,1210981,927.0,72.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,GUJARAT,2428589,918625,660109,952.0,65.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,GUJARAT,6081322,2687468,1883942,787.0,75.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,GUJARAT,1756268,643221,450405,930.0,62.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,GUJARAT,228291,77314,63654,1006.0,62.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,GUJARAT,4165626,1614087,1278993,934.0,69.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,GUJARAT,1705678,655528,515129,922.0,69.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,HARYANA,1128350,461288,356737,885.0,72.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,HARYANA,1634445,643158,426713,886.0,65.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,HARYANA,1809733,734940,537799,873.0,70.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,HARYANA,942011,327471,230107,902.0,59.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,HARYANA,1514432,638666,472450,854.0,73.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,HARYANA,1743931,670200,444111,872.0,64.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,HARYANA,958405,399480,276611,862.0,71.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,HARYANA,1334152,502049,330709,871.0,62.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,HARYANA,1074304,385782,260747,881.0,60.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,HARYANA,1505324,564516,413497,887.0,65.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,HARYANA,964655,370828,276065,888.0,67.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,HARYANA,922088,380440,249815,895.0,68.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,HARYANA,561293,229862,175456,873.0,72.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,HARYANA,1205437,464136,322463,864.0,65.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,HARYANA,900332,375453,261494,898.0,71.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,HARYANA,1061204,436025,311557,867.0,70.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,HARYANA,1295189,456968,325929,897.0,60.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,HIMACHAL PRADESH,381956,155599,132021,981.0,75.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,CHHATTISGARH,2663629,932474,664086,971.0,60.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,HIMACHAL PRADESH,519080,186064,137778,986.0,62.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,HIMACHAL PRADESH,454768,180555,177536,1095.0,79.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,UTTAR PRADESH,1104285,408125,245174,861.0,59.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,HIMACHAL PRADESH,1510075,606443,546197,1012.0,76.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,HIMACHAL PRADESH,84121,36697,24002,819.0,72.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,HIMACHAL PRADESH,437903,174550,133122,942.0,70.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,HIMACHAL PRADESH,999777,393669,330078,1007.0,72.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,HIMACHAL PRADESH,814010,342846,269796,915.0,75.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,HIMACHAL PRADESH,529855,205617,157028,918.0,68.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,HIMACHAL PRADESH,580320,244372,184206,880.0,74.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,HIMACHAL PRADESH,521173,213281,186434,976.0,77.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,JAMMU AND KASHMIR,409936,138620,80463,919.0,53.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,JAMMU AND KASHMIR,1529958,641916,495219,880.0,74.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,JAMMU AND KASHMIR,140802,56301,29935,810.0,61.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,JAMMU AND KASHMIR,616435,228499,160705,890.0,63.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,JAMMU AND KASHMIR,560440,178326,115632,912.0,52.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,JAMMU AND KASHMIR,476835,163333,98391,893.0,55.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,JAMMU AND KASHMIR,1236829,431746,316838,900.0,61.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,JAMMU AND KASHMIR,554985,197543,124811,870.0,58.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,JHARKHAND,2062330,759088,514432,922.0,62.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,JHARKHAND,1042886,303902,206159,953.0,49.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,JHARKHAND,1492073,489837,303701,925.0,53.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,JHARKHAND,2684487,1014950,707254,909.0,64.0
